id,text,greetings,goodbye_prompt,change_nib_or_iban,request_parking_lot,request_office_table_office,request_time_off,nothing_related
847,"I'm looking to book a spot in the Porto office, specifically in room B2, for September 4th, 2023.",False,False,False,False,True,False,False
848,My Workday IBAN should be changed to PT50314790612223887193481.,False,False,True,False,False,False,False
849,Can you please arrange a parking spot for me in the Braga office park r1 on 4-14-2023?,False,False,False,True,False,False,False
850,Can you help me book a parking lot in the Coimbra office park b2 on 6-25-2023?,False,False,False,True,False,False,False
851,"I would like to reserve a parking spot in the Guarda office park r1 for 5-13-2023, can you help me with that?",False,False,False,True,False,False,False
852,"I need to book a parking lot in the Vila Real office park r1 for 8-29-2023, can you assist me?",False,False,False,True,False,False,False
853,I want to modify my Workday NIB to PT50981636634800704860186.,False,False,True,False,False,False,False
854,"Hello, my dear friend! How are you feeling today?",True,False,False,False,False,False,False
855,How's the work grind?,True,False,False,False,False,False,False
856,The joyful laughter of children playing at the playground created a lively atmosphere.,False,False,False,False,True,False,False
857,"Can you book me a place in the Faro office, specifically in room C1, for the week of May",False,False,False,False,True,False,False
858,"I'm interested in booking the Funchal office, in the room c2, for the week of 9-12-2023. Can you help me with that?",False,False,False,False,True,False,False
859,"Share a personal achievement that you're proud of, and let's discuss the skills and qualities that contributed to your success.",False,False,False,False,False,False,True
860,"I would like to reserve a parking spot in the Porto office park b1 for 8-01-2023, can you assist me?",False,False,False,True,False,False,False
861,"In the quiet of the night, a lone wolf howled at the full moon.",False,False,False,False,True,False,False
862,Until we see each other again!,False,True,False,False,False,False,False
863,"If you could have a conversation with any historical figure, who would it be and what would you talk about?",False,False,False,False,False,False,True
864,Can you help me book a parking lot in the Coimbra office park b1 on 4-26-2023?,False,False,False,True,False,False,False
865,"I need to book a parking lot in the BraganÃ§a office park f1 for 5-21-2023, can you assist me?",False,False,False,True,False,False,False
866,Hello! Your resilience and determination are truly inspiring.,True,False,False,False,False,False,False
867,"I would like to reserve a parking spot in the Porto office park l2 for 7-22-2023, can you assist me?",False,False,False,True,False,False,False
868,Hi! I hope you're having a wonderful day.,True,False,False,False,False,False,False
869,"Later, alligator!",False,True,False,False,False,False,False
870,I need to request time off on 15-06-2023.,False,False,False,False,False,True,False
871,"The majestic waterfall cascaded down the rocks, creating a breathtaking sight.",False,False,False,False,True,False,False
872,"Not seeking any specific accolades, finding fulfillment in the impact made.",False,False,False,False,False,False,True
873,Can you please book a parking lot for me in the Guarda office park b2 on 6-11-2023?,False,False,False,True,False,False,False
874,The distant call of a loon added to the serenity of the peaceful lake at dawn.,False,False,False,False,True,False,False
875,"Warm greetings, my philosophical thinker! What profound thoughts have you pondered?",True,False,False,False,False,False,False
876,It's a pleasure to meet you!,True,False,False,False,False,False,False
877,"I need to book a place in the Aveiro office, specifically in room B1, for the week of August 3rd, 2023.",False,False,False,False,True,False,False
878,I wish to set my Workday NIB to PT50391541714485947887231.,False,False,True,False,False,False,False
879,"I need to arrange a parking space in the Lisbon office park b2 for 6-28-2023, can you assist me?",False,False,False,True,False,False,False
880,"I need to make a reservation for the Coimbra office, specifically in room B2, on February 16th, 2023.",False,False,False,False,True,False,False
881,"I need to book a place in the Braga office, the room c1, for the week of 3-12-2023.",False,False,False,False,True,False,False
882,"Can you help me reserve a place in the Ã‰vora office, specifically in room C2, for November 10th, 2023?",False,False,False,False,True,False,False
883,"Howdy, partner!",True,False,False,False,False,False,False
884,"I need to make a reservation for the Vila Real office, the room b2 on January 23rd, 2023?",False,False,False,False,True,False,False
885,Can you help me reserve a parking spot in the Lisbon office park l1 on 4-05-2023?,False,False,False,True,False,False,False
886,I would like to request time off on 4-05-2023.,False,False,False,False,False,True,False
887,This is unrelated to any specific topic or intention.,False,False,False,False,False,False,True
888,"I need to request time off on 2023, June 3rd and 4th.",False,False,False,False,False,True,False
889,I would like to request time off from 06-03-23 to 20-06-23.,False,False,False,False,False,True,False
890,I need to request time off on 8-06-2023.,False,False,False,False,False,True,False
891,Could you please book a parking space for me in the Faro office park f1 on 7-23-2023?,False,False,False,True,False,False,False
892,"Hi, trendsetter!",True,False,False,False,False,False,False
893,Good morning! I hope today brings you opportunities to grow and learn.,True,False,False,False,False,False,False
894,My NIB in Workday should be changed to PT50484857513851147486293.,False,False,True,False,False,False,False
895,"Just embracing the simplicity of the present moment, no need for complexities.",False,False,False,False,False,False,True
896,"If you could communicate with animals for a day, what would be the first question you ask them?",False,False,False,False,False,False,True
897,"To update my IBAN in Workday, I need to set it to PT50979243858354816196034.",False,False,True,False,False,False,False
898,"Take care, and follow the compass of your heart!",False,True,False,False,False,False,False
899,"To change my Workday NIB, I want to set it to PT50531295047133897616182.",False,False,True,False,False,False,False
900,May your future be bright and full of joy. Goodbye!,False,True,False,False,False,False,False
901,"Just enjoying the simplicity of the moment, no need for elaborate plans or activities.",False,False,False,False,False,False,True
902,"I need to arrange a parking space in the Guarda office park b1 for 5-23-2023, can you assist me?",False,False,False,True,False,False,False
903,I need to update my Workday IBAN to PT50098765432109876543210.,False,False,True,False,False,False,False
904,See you in the morning!,False,True,False,False,False,False,False
905,"I'm looking to book a office, in the room in Porto, preferably in , the room c2 for the dates of September 15th-18th.",False,False,False,False,True,False,False
906,"I need to book a parking lot in the Guarda office park b1 for 6-08-2023, can you assist me?",False,False,False,True,False,False,False
907,"Good to see you, my trusted companion! How's life's journey treating you?",True,False,False,False,False,False,False
908,The crackling sound of a campfire set the stage for storytelling under the stars.,False,False,False,False,True,False,False
909,Let's compile a list of healthy and easy-to-make recipes for busy individuals.,False,False,False,False,False,False,True
